epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.8296,1.72471,3.94182,1.55637,0.00491,0.45128,0.26189,0.21069,1.23775,3.44582,1.15473,0.000271759,0.000271759,0.000271759
2,46.1513,1.32182,2.1561,1.26319,0.86685,0.36292,0.53139,0.38979,1.17692,2.25354,1.27763,0.000543986,0.000543986,0.000543986
3,54.2838,1.22627,1.79464,1.22614,0.76571,0.57351,0.61423,0.44452,1.22189,1.83068,1.21606,0.000810716,0.000810716,0.000810716
4,62.5508,1.20389,1.64994,1.20943,0.60121,0.57629,0.61989,0.46196,1.15556,1.77711,1.21647,0.00080826,0.00080826,0.00080826
5,70.74,1.14814,1.45449,1.18224,0.67678,0.72465,0.69834,0.51072,1.07244,1.30762,1.18379,0.000800013,0.000800013,0.000800013
6,78.881,1.10416,1.3475,1.15693,0.61053,0.70757,0.71179,0.52217,1.08279,1.30382,1.1341,0.000791767,0.000791767,0.000791767
7,86.7579,1.05868,1.26451,1.13242,0.76485,0.75371,0.76461,0.57758,0.96522,1.00369,1.08148,0.00078352,0.00078352,0.00078352
8,94.4863,1.05253,1.17867,1.13354,0.5501,0.71317,0.71852,0.52224,0.96462,1.28532,1.07691,0.000775273,0.000775273,0.000775273
9,102.781,1.00782,1.10848,1.10954,0.76659,0.74704,0.7786,0.57707,0.98056,0.95642,1.08724,0.000767026,0.000767026,0.000767026
10,110.717,0.98346,1.07053,1.09104,0.78484,0.76878,0.78374,0.58345,0.97309,0.96889,1.08199,0.00075878,0.00075878,0.00075878
11,118.516,0.98035,1.05113,1.08783,0.76386,0.78391,0.7893,0.61686,0.93977,0.92751,1.06014,0.000750533,0.000750533,0.000750533
12,126.601,0.96705,0.99386,1.08533,0.74083,0.79537,0.81903,0.598,0.98934,1.01053,1.08067,0.000742286,0.000742286,0.000742286
13,134.445,0.93887,0.95337,1.07565,0.79339,0.73819,0.78029,0.61189,0.93308,0.93029,1.05648,0.00073404,0.00073404,0.00073404
14,142.3,0.92584,0.93657,1.0637,0.78816,0.81511,0.82079,0.63519,0.89836,0.83524,1.04357,0.000725793,0.000725793,0.000725793
15,150.42,0.95633,0.94303,1.07819,0.75782,0.82997,0.80187,0.59442,0.9764,0.84777,1.0554,0.000717546,0.000717546,0.000717546
16,158.21,0.91743,0.89681,1.06538,0.81435,0.82618,0.84834,0.64492,0.90799,0.79959,1.04543,0.000709299,0.000709299,0.000709299
17,166.011,0.91134,0.88227,1.05992,0.85518,0.77359,0.82323,0.62219,0.88271,0.74346,1.01841,0.000701053,0.000701053,0.000701053
