epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,496.043,1.38508,1.28822,1.45968,0.71169,0.76983,0.73008,0.54783,1.07142,1.1262,1.44265,0.000486639,0.000486639,0.000486639
44,506.719,1.34901,1.24238,1.42293,0.72902,0.72136,0.71101,0.49385,1.15334,1.2199,1.49483,0.000478392,0.000478392,0.000478392
45,517.369,1.34267,1.22587,1.42667,0.72897,0.73262,0.7218,0.51291,1.13311,1.0758,1.46131,0.000470145,0.000470145,0.000470145
46,527.856,1.34118,1.23482,1.42292,0.72352,0.75949,0.73005,0.54005,1.06449,1.08564,1.41779,0.000461898,0.000461898,0.000461898
47,538.78,1.33938,1.22634,1.40231,0.73071,0.74153,0.72799,0.52405,1.08682,1.07504,1.43416,0.000453652,0.000453652,0.000453652
48,549.512,1.3395,1.21451,1.41409,0.73053,0.7577,0.74296,0.52973,1.09558,1.06997,1.43406,0.000445405,0.000445405,0.000445405
49,560.297,1.31495,1.21339,1.41157,0.76244,0.73576,0.73907,0.52732,1.10038,1.12787,1.43264,0.000437158,0.000437158,0.000437158
50,571.094,1.31961,1.2104,1.40341,0.75155,0.75226,0.75702,0.53404,1.10973,1.07839,1.42364,0.000428912,0.000428912,0.000428912
51,581.703,1.31821,1.19822,1.40848,0.75162,0.75745,0.74794,0.53641,1.09236,1.07271,1.4152,0.000420665,0.000420665,0.000420665
52,592.416,1.29499,1.17419,1.37298,0.70885,0.76071,0.74174,0.53716,1.05088,1.08148,1.41138,0.000412418,0.000412418,0.000412418
53,603.149,1.29628,1.18021,1.37645,0.74636,0.78826,0.74426,0.54349,1.05369,1.10803,1.40531,0.000404172,0.000404172,0.000404172
54,613.663,1.29048,1.18122,1.37166,0.7507,0.75365,0.75828,0.55347,1.0457,1.03406,1.40352,0.000395925,0.000395925,0.000395925
55,624.422,1.28603,1.17789,1.37703,0.76084,0.75588,0.75796,0.54019,1.1159,1.06074,1.43077,0.000387678,0.000387678,0.000387678
56,635.071,1.28163,1.17665,1.37327,0.74015,0.77179,0.7509,0.53371,1.12937,1.07748,1.46122,0.000379431,0.000379431,0.000379431
57,645.895,1.2845,1.15112,1.37191,0.74456,0.74744,0.75251,0.5604,1.05812,1.09124,1.38676,0.000371185,0.000371185,0.000371185
58,656.7,1.28257,1.15269,1.37293,0.76558,0.75134,0.7715,0.55141,1.03769,1.0106,1.39385,0.000362938,0.000362938,0.000362938
59,667.604,1.24637,1.12873,1.35575,0.70996,0.78475,0.76393,0.56705,1.01749,0.98861,1.36992,0.000354691,0.000354691,0.000354691
60,678.418,1.23872,1.11926,1.34389,0.74704,0.76004,0.75786,0.54674,1.03583,0.97485,1.39113,0.000346445,0.000346445,0.000346445
61,689.289,1.24908,1.13506,1.35749,0.77534,0.73915,0.76512,0.56177,1.05275,0.9971,1.40783,0.000338198,0.000338198,0.000338198
62,699.934,1.23771,1.13098,1.34085,0.76554,0.73537,0.75767,0.56424,1.0286,0.97683,1.38826,0.000329951,0.000329951,0.000329951
63,710.834,1.20774,1.09834,1.31706,0.73799,0.79049,0.77406,0.56655,1.01793,0.98032,1.37467,0.000321705,0.000321705,0.000321705
64,721.529,1.23564,1.1211,1.35294,0.76624,0.75683,0.77399,0.58092,0.99864,0.95523,1.3771,0.000313458,0.000313458,0.000313458
65,732.357,1.20082,1.08355,1.32633,0.81045,0.72986,0.77107,0.57648,1.01027,0.97022,1.37252,0.000305211,0.000305211,0.000305211
66,743.135,1.19603,1.08432,1.31821,0.74704,0.76578,0.76658,0.57398,0.99238,0.94464,1.35909,0.000296964,0.000296964,0.000296964
67,753.7,1.19447,1.07572,1.32171,0.77042,0.77372,0.78171,0.57725,1.01786,0.97377,1.36335,0.000288718,0.000288718,0.000288718
68,764.421,1.18689,1.06001,1.30744,0.75532,0.79764,0.78549,0.57833,1.01672,0.93721,1.38719,0.000280471,0.000280471,0.000280471
69,775.192,1.21006,1.08496,1.32437,0.76925,0.7631,0.77297,0.57271,1.01546,0.9461,1.35191,0.000272224,0.000272224,0.000272224
70,785.95,1.18594,1.07989,1.30291,0.79367,0.74219,0.77828,0.57818,0.98656,0.90176,1.34053,0.000263978,0.000263978,0.000263978
71,797.07,1.17746,1.06537,1.3072,0.75421,0.79428,0.78712,0.58752,0.98676,0.92075,1.33786,0.000255731,0.000255731,0.000255731
72,807.796,1.18705,1.09949,1.30888,0.80247,0.74437,0.78242,0.58247,0.98525,1.02843,1.34135,0.000247484,0.000247484,0.000247484
73,818.394,1.17007,1.06106,1.29605,0.77502,0.7825,0.7726,0.59036,0.97974,0.87219,1.34262,0.000239238,0.000239238,0.000239238
74,829.315,1.16017,1.05165,1.30098,0.77727,0.76704,0.76726,0.57976,0.97302,0.94452,1.31888,0.000230991,0.000230991,0.000230991
75,840.31,1.15309,1.03896,1.27909,0.83256,0.762,0.79796,0.60055,0.96789,0.92058,1.32362,0.000222744,0.000222744,0.000222744
76,851.095,1.15046,1.04331,1.28103,0.81302,0.73718,0.78054,0.59158,0.95109,0.93789,1.31864,0.000214497,0.000214497,0.000214497
77,862.214,1.15513,1.04052,1.2828,0.7946,0.75752,0.77553,0.58805,0.96356,0.89326,1.32284,0.000206251,0.000206251,0.000206251
78,873.031,1.14928,1.04154,1.29424,0.77587,0.77327,0.78242,0.58324,0.95518,0.88375,1.31533,0.000198004,0.000198004,0.000198004
79,883.603,1.15715,1.03754,1.28713,0.79498,0.76415,0.79363,0.58955,0.97307,0.86493,1.32334,0.000189757,0.000189757,0.000189757
80,894.293,1.13444,1.02757,1.28113,0.76853,0.79816,0.78618,0.59233,0.94071,0.88101,1.3086,0.000181511,0.000181511,0.000181511
81,904.976,1.1323,1.02092,1.27631,0.79182,0.74875,0.78152,0.60568,0.92555,0.91132,1.3002,0.000173264,0.000173264,0.000173264
82,915.549,1.14473,1.02881,1.29089,0.78393,0.78661,0.77933,0.59509,0.93831,0.84758,1.30412,0.000165017,0.000165017,0.000165017
83,926.328,1.11386,1.01314,1.26787,0.74474,0.79969,0.78068,0.58746,0.96364,0.87181,1.31001,0.000156771,0.000156771,0.000156771
84,937.26,1.13088,1.01163,1.27522,0.77256,0.79425,0.79336,0.59502,0.94698,0.8694,1.31095,0.000148524,0.000148524,0.000148524
85,948.178,1.10538,0.99545,1.24971,0.76883,0.80602,0.80111,0.59905,0.93747,0.84858,1.29914,0.000140277,0.000140277,0.000140277
86,959.017,1.11583,1.00282,1.26489,0.76648,0.78369,0.78779,0.5912,0.95975,0.85102,1.3096,0.000132031,0.000132031,0.000132031
87,970.007,1.11117,1.01187,1.26335,0.76119,0.78939,0.79198,0.60089,0.93022,0.83728,1.29457,0.000123784,0.000123784,0.000123784
88,980.831,1.10313,1.00433,1.2569,0.78601,0.80431,0.81195,0.60837,0.91724,0.8499,1.28666,0.000115537,0.000115537,0.000115537
89,991.741,1.10385,1.00476,1.25907,0.77257,0.80392,0.80012,0.60352,0.91868,0.82723,1.29261,0.00010729,0.00010729,0.00010729
90,1002.52,1.09867,0.99885,1.25408,0.76811,0.81071,0.80484,0.61115,0.91519,0.8159,1.29381,9.90437e-05,9.90437e-05,9.90437e-05
91,1014.44,1.02443,0.93155,1.32159,0.77393,0.8044,0.81293,0.61843,0.92527,0.83204,1.28167,9.0797e-05,9.0797e-05,9.0797e-05
92,1024.39,1.00688,0.91507,1.30913,0.7582,0.8008,0.78976,0.60504,0.92047,0.84465,1.27788,8.25503e-05,8.25503e-05,8.25503e-05
93,1034.32,0.99402,0.8827,1.29337,0.79132,0.80076,0.80808,0.61454,0.90185,0.81161,1.27382,7.43036e-05,7.43036e-05,7.43036e-05
94,1044.23,0.98467,0.88,1.2956,0.77904,0.82223,0.8056,0.61459,0.90552,0.80469,1.28212,6.60569e-05,6.60569e-05,6.60569e-05
95,1054.17,0.97458,0.86689,1.28469,0.78662,0.79111,0.7964,0.61488,0.90167,0.81013,1.27394,5.78102e-05,5.78102e-05,5.78102e-05
96,1064.06,0.97354,0.87526,1.28877,0.77713,0.81762,0.80486,0.62073,0.90347,0.7956,1.27424,4.95635e-05,4.95635e-05,4.95635e-05
97,1073.97,0.95871,0.86035,1.27063,0.78184,0.79565,0.78887,0.61639,0.89487,0.79269,1.27492,4.13168e-05,4.13168e-05,4.13168e-05
98,1083.78,0.97738,0.86213,1.28354,0.78915,0.81603,0.81328,0.62204,0.8979,0.79388,1.27158,3.30701e-05,3.30701e-05,3.30701e-05
99,1093.75,0.96845,0.86442,1.2883,0.78053,0.81236,0.80441,0.62294,0.88973,0.79325,1.26646,2.48234e-05,2.48234e-05,2.48234e-05
100,1103.58,0.95349,0.85512,1.27654,0.79415,0.79569,0.8011,0.62302,0.89128,0.78128,1.26609,1.65767e-05,1.65767e-05,1.65767e-05
