epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,1041.6,0.56254,0.438,0.94816,0.85321,0.88184,0.89811,0.75077,0.70817,0.47737,1.04982,0.000255731,0.000255731,0.000255731
72,1055.82,0.558,0.42772,0.94072,0.85459,0.87261,0.89727,0.75693,0.70166,0.48846,1.0434,0.000247484,0.000247484,0.000247484
73,1069.99,0.55871,0.43187,0.94237,0.85788,0.87403,0.89194,0.75315,0.69104,0.45936,1.04681,0.000239238,0.000239238,0.000239238
74,1084.14,0.54964,0.42528,0.93938,0.84981,0.87381,0.8961,0.75354,0.69238,0.46817,1.05754,0.000230991,0.000230991,0.000230991
75,1098.29,0.54715,0.41948,0.93834,0.86166,0.86291,0.89512,0.7623,0.6849,0.46355,1.036,0.000222744,0.000222744,0.000222744
76,1112.53,0.5425,0.42454,0.94021,0.86522,0.8409,0.89584,0.75988,0.70069,0.47223,1.05046,0.000214497,0.000214497,0.000214497
77,1126.68,0.54795,0.41784,0.93772,0.87197,0.84675,0.90224,0.76682,0.67682,0.4456,1.0421,0.000206251,0.000206251,0.000206251
78,1140.97,0.53558,0.4133,0.93708,0.85563,0.85362,0.89323,0.75619,0.70419,0.46799,1.06209,0.000198004,0.000198004,0.000198004
79,1155.21,0.52862,0.40382,0.93514,0.84052,0.89256,0.90361,0.76088,0.70235,0.4529,1.08185,0.000189757,0.000189757,0.000189757
80,1169.4,0.52855,0.40409,0.93173,0.88396,0.85551,0.90525,0.75846,0.70444,0.46294,1.05824,0.000181511,0.000181511,0.000181511
81,1183.69,0.52808,0.40294,0.93014,0.87626,0.84349,0.90038,0.76173,0.70492,0.46585,1.05185,0.000173264,0.000173264,0.000173264
82,1197.86,0.51558,0.39115,0.92683,0.87672,0.85614,0.89308,0.7506,0.7001,0.47692,1.06261,0.000165017,0.000165017,0.000165017
83,1212.02,0.51707,0.40125,0.9283,0.86814,0.85245,0.89633,0.75463,0.70513,0.48108,1.0506,0.000156771,0.000156771,0.000156771
84,1226.16,0.51804,0.38826,0.92575,0.86407,0.85721,0.89342,0.75288,0.69721,0.47677,1.0386,0.000148524,0.000148524,0.000148524
85,1240.3,0.51243,0.39229,0.92064,0.88528,0.83803,0.90285,0.76284,0.67913,0.451,1.0418,0.000140277,0.000140277,0.000140277
86,1254.37,0.50827,0.38648,0.92135,0.86973,0.86838,0.90623,0.76608,0.68537,0.44203,1.05549,0.000132031,0.000132031,0.000132031
87,1268.59,0.50571,0.38312,0.91995,0.89478,0.83819,0.90058,0.76016,0.67319,0.46475,1.0374,0.000123784,0.000123784,0.000123784
88,1282.72,0.49543,0.38513,0.91832,0.88386,0.83917,0.90107,0.76349,0.67068,0.45026,1.04478,0.000115537,0.000115537,0.000115537
89,1297.05,0.50321,0.38104,0.92204,0.87653,0.84621,0.89979,0.76211,0.66856,0.44846,1.03259,0.00010729,0.00010729,0.00010729
90,1311.32,0.49376,0.37564,0.91509,0.86265,0.86318,0.90098,0.76217,0.66775,0.44602,1.02958,9.90437e-05,9.90437e-05,9.90437e-05
91,1327.16,0.44714,0.32076,0.90204,0.86355,0.86999,0.90539,0.76398,0.68277,0.44306,1.04317,9.0797e-05,9.0797e-05,9.0797e-05
92,1341.44,0.43029,0.31042,0.88854,0.88754,0.85383,0.9007,0.76177,0.67171,0.44884,1.04504,8.25503e-05,8.25503e-05,8.25503e-05
93,1355.61,0.42327,0.30388,0.88927,0.86465,0.87191,0.90678,0.76835,0.66498,0.43225,1.03886,7.43036e-05,7.43036e-05,7.43036e-05
94,1369.94,0.42153,0.29707,0.88626,0.87455,0.86707,0.91005,0.77371,0.65795,0.43378,1.03898,6.60569e-05,6.60569e-05,6.60569e-05
95,1384.2,0.42041,0.2976,0.88843,0.86353,0.88358,0.91296,0.77756,0.6552,0.42692,1.03267,5.78102e-05,5.78102e-05,5.78102e-05
96,1398.51,0.41427,0.28861,0.88785,0.88147,0.85881,0.91109,0.7748,0.65065,0.4429,1.03537,4.95635e-05,4.95635e-05,4.95635e-05
97,1412.61,0.41299,0.29277,0.88308,0.87378,0.86502,0.9082,0.7743,0.65075,0.43608,1.02977,4.13168e-05,4.13168e-05,4.13168e-05
98,1426.7,0.40836,0.28931,0.87942,0.88008,0.86616,0.90685,0.77629,0.65289,0.43981,1.02835,3.30701e-05,3.30701e-05,3.30701e-05
99,1440.76,0.4021,0.28385,0.8806,0.87237,0.87159,0.90662,0.7735,0.64832,0.4346,1.02517,2.48234e-05,2.48234e-05,2.48234e-05
100,1454.94,0.40262,0.28113,0.8802,0.86746,0.86763,0.90873,0.77614,0.65242,0.43403,1.02724,1.65767e-05,1.65767e-05,1.65767e-05
